director_id,movie_id,title,budget,homepage,overview,popularity,release_date,revenue,runtime,movie_status,vote_average,vote_count
634,14164,Dragonball Evolution,30000000,,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",21.677732,01/04/2009 00:00,58200000,85,Released,2.9,462
969,14175,Valiant,35000000,,"The animated comedy tells the story of a lowly wood pigeon named Valiant, who overcomes his small size to become a hero in Great Britain's Royal Air Force Homing Pigeon Service during World War II. The RHPS advanced the Allied cause by flying vital messages about enemy movements across the English Channel, whilst evading brutal attacks by the enemy's Falcon Brigade.",14.051852,25/03/2005 00:00,19478106,76,Released,5.2,235
725,14177,Beauty Shop,25000000,,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",5.625632,02/06/2005 00:00,36351350,105,Released,5.4,115
970,14181,Boiler Room,26000000,,"A college dropout gets a job as a broker for a suburban investment firm, which puts him on the fast track to success, but the job might not be as legitimate as it sounds.",11.233081,18/02/2000 00:00,28780255,118,Released,6.5,201
971,14191,Aquamarine,12000000,http://www.aquamarinemovie.com/,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",16.931846,03/03/2006 00:00,23006849,104,Released,5.8,364
2,14199,The Adventures of Sharkboy and Lavagirl,50000000,http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl/,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",12.31101,10/06/2005 00:00,69425966,92,Released,4.4,269
972,14256,Winter Passing,3500000,,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",3.643608,07/02/2006 00:00,113783,98,Released,6.7,28
973,14271,Beyond the Mat,2053648,,"Beyond the Mat is a 1999 professional wrestling documentary, directed by Barry W. Blaustein. The movie focuses on the lives of professional wrestlers outside of the ring, especially Mick Foley, Terry Funk, and Jake Roberts. The film heavily focuses on the World Wrestling Federation (WWF), often criticizing it and its chairman Vince McMahon. It also follows Extreme Championship Wrestling, it's rise in popularity, and many other independent wrestlers and organizations.",2.778633,22/10/1999 00:00,500000,102,Released,7.8,17
974,14275,Hoop Dreams,700000,,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their \""Hoop Dreams\"".",9.188431,12/09/1994 00:00,7830611,171,Released,7.7,87
975,14278,Murderball,300000,,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.",1.085909,22/07/2005 00:00,1750211,88,Released,6.9,23
977,14283,The Red Violin,18000000,,"Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake.",6.18869,10/09/1998 00:00,9495408,131,Released,7.3,99
922,14292,Miracle,28000000,,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: \""Do you believe in miracles?\"" Yes!",7.534003,06/02/2004 00:00,64445708,135,Released,7,159
104,14306,Marley & Me,60000000,http://marleyandmemovie.com/,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",30.951203,25/12/2008 00:00,244082376,115,Released,6.9,1343
978,14324,Virgin Territory,38000000,,"The film is set in Tuscany during the Black Death. As in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance and swordplay. There are randy nuns, Saracen pirates, and a sexy cow.",6.760922,17/12/2007 00:00,5410749,93,Released,4.3,75
113,14325,The Express,40000000,,"Based on the incredible true story, The Express follows the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",3.87823,10/10/2008 00:00,9793496,130,Released,7.1,71
979,14337,Primer,7000,http://www.primermovie.com,"Friends/fledgling entrepreneurs invent a device in their garage that reduces the apparent mass of any object placed inside it, but they accidentally discover that it has some highly unexpected capabilities -- ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.",23.307949,08/10/2004 00:00,424760,77,Released,6.9,658
980,14351,Crossover,5800000,http://www.sonypictures.com/movies/crossover/,"The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.",3.201886,01/09/2006 00:00,7000000,95,Released,4.2,10
981,14359,Doubt,20000000,,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",20.975165,27/11/2008 00:00,50907234,104,Released,7,435
982,14369,Out Cold,24000000,,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",4.12064,21/11/2001 00:00,14782676,89,Released,5.8,53
671,14396,Code Name: The Cleaner,20000000,,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",9.36146,05/01/2007 00:00,10337477,84,Released,4.7,78
675,14405,Beverly Hills Chihuahua,20000000,,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",12.25264,03/10/2008 00:00,149281606,91,Released,4.9,209
544,14411,Sinbad: Legend of the Seven Seas,60000000,http://sinbad-themovie.com/main.html,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",18.815442,02/07/2003 00:00,26288320,86,Released,6.6,372
985,14425,PCU,9000000,,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",8.738737,29/04/1994 00:00,4350774,79,Released,6,41
986,14429,Drive Me Crazy,8000000,,"Nicole and Chase live next door to each other but are worlds apart. However, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. But in the mist of planning a gala centennial celebration, Nicole and Chase find that the one they always wanted was closer than they ever thought.",4.482714,01/10/1999 00:00,22593409,91,Released,5.8,62
987,14434,I Think I Love My Wife,11000000,,"Richard Cooper (Rock) is a married man and father of two who is just plain bored with married life. Not getting any sex from his wife, he resorts to ogling random women on the street to the point he takes lunch late to look at them. When old crush Nikki Tru (Kerry Washington) visits his office to get a reference letter, she becomes obsessed with Cooper and they begin a complicated relationship.",4.536745,16/03/2007 00:00,13196245,90,Released,5,55
789,14435,My Bloody Valentine,15000000,http://www.mybloodyvalentinein3d.com/,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.",13.706357,16/01/2009 00:00,100734718,101,Released,5.3,299
988,14438,Fireproof,500000,http://www.fireproofthemovie.com/,"In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called \""The Love Dare\"" to make them love each other again.",6.093989,26/09/2008 00:00,33456317,122,Released,7,100
989,14442,Ella Enchanted,31000000,http://www.miramax.com/movie/ella-enchanted/,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous \""gift\"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",22.71592,09/04/2004 00:00,27388767,96,Released,5.9,437
990,14444,The Rugrats Movie,30000000,,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",7.981116,20/11/1998 00:00,100491683,79,Released,5.7,147
992,14451,Død snø,800000,http://www.deadsnow.com,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,11.205726,09/01/2009 00:00,1984662,91,Released,6.1,311
85,14462,The Manchurian Candidate,80000000,,"When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out.",21.394281,30/07/2004 00:00,96105964,129,Released,6.2,393
993,14517,Mirrormask,4000000,,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home",7.758188,25/01/2005 00:00,866999,101,Released,6.6,102
994,14536,New in Town,8000000,http://www.newintownmovie.com/,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",13.987772,30/01/2009 00:00,29010817,97,Released,5.2,99
772,14560,Paul Blart: Mall Cop,26000000,http://paulblartmallcop.com/,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",31.250383,15/01/2009 00:00,183293131,91,Released,5.2,788
995,14574,The Boy in the Striped Pyjamas,12500000,,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",34.821223,07/05/2008 00:00,20416563,94,Released,7.7,1451
918,14578,Outside Providence,7000000,,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",2.627232,16/08/1999 00:00,7292175,96,Released,5.6,30
64,14623,Thunderbirds,57000000,http://www.thunderbirdsmovie.com,"Dangerous missions are the bread and butter of the Thunderbirds, a high-tech secret force employed by the government. Led by Jeff Tracy (Bill Paxton), the Thunderbirds are at the top of their game, but their nemesis, The Hood (Ben Kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. He'll soon discover that the Thunderbirds won't go down.",9.27875,23/07/2004 00:00,28283637,95,Released,4.2,91
996,14631,The Work and the Glory II: American Zion,6500000,http://www.workandtheglory.com/,"\""The Work and The Glory: American Zion\"" sets the story of the fictional Steed family against the historically factual backdrop of the Mormon people's move into the West. Divided by their diverse reactions to a nascent ideology, the Steeds struggle to hold together as the strength of their convictions and their filial bonds are tested. The stirring narrative of the faith that led a persecuted people to Missouri and beyond is one of the most poignant untold tales of American history. It is the account of a valiant struggle to exercise the rights promised by a fledgling nation. \""The Work and the Glory: American Zion\"" unearths the story of the passion behind the movement which eventually launched the largest American migration and the colonization of the West: the vision of a promised land in America.",2.639106,21/10/2005 00:00,2025032,100,Released,8,6
804,14635,The Rookie,20000000,,"Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go.",11.263361,25/03/2002 00:00,75597042,127,Released,6.5,110
766,14729,The Long Riders,10000000,,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",2.959547,12/05/1980 00:00,15795189,99,Released,6.6,50
910,14736,Love & Basketball,20000000,,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",2.027393,21/04/2000 00:00,27728118,124,Released,7.4,88
934,14799,For Your Consideration,12000000,,"Three actors learn that their respective performances in the film \""Home for Purim,\"" a drama set in the mid-1940s American South, are generating award-season buzz.",4.330428,22/11/2006 00:00,5542025,86,Released,5.9,43
768,14811,Fiddler on the Roof,9000000,,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",7.623979,03/11/1971 00:00,83304330,181,Released,7.4,134
997,14836,Coraline,60000000,http://coraline.com/,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",51.146047,05/02/2009 00:00,124596398,100,Released,7.3,1386
998,14844,Chasing Liberty,23000000,,"The President's daughter, unable to experience life like a normal 18 year-old, escapes from her entourage of Secret Service agents while traveling in Europe. She falls in love with a handsome British stranger, who also happens to be working undercover for her father.",3.362045,09/01/2004 00:00,12,111,Released,6.1,152
999,14846,Little Black Book,35000000,,"Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",6.246199,06/08/2004 00:00,22034832,111,Released,5.2,112
1000,14854,Lone Wolf McQuade,5000000,,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",8.452666,14/04/1983 00:00,12232628,107,Released,5.5,67
328,14869,G.I. Joe: The Rise of Cobra,175000000,http://www.gijoemovie.com/,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,04/08/2009 00:00,302469017,118,Released,5.6,1962
1001,14873,The Jungle Book 2,20000000,,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",19.819893,07/02/2003 00:00,135680000,72,Released,5.6,269
1002,15005,One Night with the King,20000000,http://8x.com/onenight/main.html,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,13/10/2006 00:00,13391174,123,Released,6.1,12
64,15028,Clockstoppers,26000000,,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",5.894163,17/03/2002 00:00,38793283,94,Released,4.9,89
1003,15037,Can't Hardly Wait,10000000,,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",11.350382,12/06/1998 00:00,25605015,100,Released,6.1,122
1005,15049,Bon Cop Bad Cop,8000000,,"When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.",5.069095,06/07/2006 00:00,12671300,116,Released,6.5,42
766,15070,Undisputed,20000000,,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",17.227376,23/08/2002 00:00,12398628,96,Released,6.1,139
851,15074,Extreme Ops,40000000,,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.",2.911819,27/11/2002 00:00,10959475,93,Released,5,28
346,15092,Crank: High Voltage,20000000,http://www.crank2.com/,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,35.542809,16/04/2009 00:00,34560577,96,Released,5.9,861
46,15121,The Sound of Music,8200000,,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,37.960289,02/03/1965 00:00,286214286,174,Released,7.4,941
1006,15158,Phantasm II,3000000,http://phantasm.com,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",5.003615,08/07/1988 00:00,7282851,97,Released,6.3,94
50,15186,Full Frontal,2000000,,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",1.95686,02/08/2002 00:00,2506446,96,Released,4.8,26
1007,15189,Hotel for Dogs,35000000,,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",13.25753,16/01/2009 00:00,73034460,100,Released,5.7,202
189,15198,"Mystery, Alaska",28000000,,"In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together.",4.436792,01/10/1999 00:00,8888143,119,Released,6,69
1008,15256,200 Cigarettes,6000000,,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",3.561198,26/02/1999 00:00,6852450,101,Released,6.1,44
372,15268,Street Fighter: The Legend of Chun-Li,50000000,,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",8.139676,27/02/2009 00:00,12764201,97,Released,3.9,112
593,15301,Twilight Zone: The Movie,10000000,,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. \""A Quality of Mercy\"", \""Kick the Can\"", \""It's a Good Life\"", and \""Nightmare at 20,000 Feet\"".",12.902975,24/06/1983 00:00,29450919,101,Released,6.2,161
1009,15373,Role Models,28000000,,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",24.917665,03/02/2008 00:00,92380927,99,Released,6.4,564
891,15487,The Greatest Game Ever Played,25000000,,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",7.538513,30/09/2005 00:00,15431177,120,Released,6.9,110
226,15512,Monsters vs Aliens,175000000,http://www.monstersvsaliens.com/,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",36.167578,19/03/2009 00:00,381509870,94,Released,6,1423
330,15568,Gracie,9000000,,"This is the story of a teenager named Gracie Bowen, who lives in South Orange, New Jersey, is crazy about soccer, as are her three brothers and former soccer star father. Although Gracie wants to join her brothers and father in the nightly practices, she is discouraged by everyone except her elder brother, Johnny. Her father does not believe that girls should play soccer and tells her that she is neither tough enough nor talented enough to play with the boys team. Undeterred, Gracie finds reserves of strength she never knew existed, and persists in changing everyone's beliefs in what she is capable of, including her own. She faces an uphill battle when she fights to give women the opportunity to play competitive soccer. But as the beautiful and strong person that she has always been but she also brings her family together in the face of their own tragedy.",2.365328,01/06/2007 00:00,2955039,97,Released,6,17
1010,15624,Conversations with Other Women,450000,,"Reunited at a wedding after many years, former lovers again feel the pull of a mutual attraction neither is willing to admit. Escaping the reception for the privacy of a hotel room, the unnamed pair explore the choices of the past that led them to the present.",4.442355,07/06/2006 00:00,973525,84,Released,6.2,38
1011,15644,Paparazzi,20000000,,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,9.149089,03/09/2004 00:00,16605763,84,Released,5.8,52
761,15647,Kissing Jessica Stein,1000000,,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",3.990215,21/04/2001 00:00,10013424,97,Released,5.9,48
1012,15655,The Tigger Movie,30000000,http://www.tigger.com,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's \""the onliest one\"" Or is he?",9.829859,11/02/2000 00:00,45554533,77,Released,6.3,143
621,15673,Connie and Carla,20000000,,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",6.102663,16/04/2004 00:00,11341016,98,Released,6.4,24
653,15699,Opal Dream,5000000,,"Pobby &amp; Dingan are invisible. They live in an opal town in Australia and are friends with Kellyanne, the 9 year-old daughter of an opal miner. The film tells the story of the bizarre and inexplicable disappearance of Pobby &amp; Dingan, Kellyanne's imaginary friends, and the impact this has on her family and the whole town. The story is told through the eyes of Kellyanne's 11 years old brother Ashmol.",1.458884,22/11/2006 00:00,140666,86,Released,6.1,7
1013,15708,Latter Days,850000,,Aaron Davis (Steve Sandvoss) and Christian Markelli (Wes Ramsey) are the two most opposite people in the world. Aaron is a young Elder (or a Mormon missionary) who wants to do his family proud and is quite passionate about his religion and film. Christian is a shallow WeHo waiter/party boy who only looks forward to bedding a new guy every night.,5.424916,10/07/2003 00:00,819939,107,Released,6.7,56
326,15745,Made,5000000,,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,4.149628,13/07/2001 00:00,5476060,94,Released,6.3,55
673,15797,Only the Strong,6000000,,"Former Green Beret Louis Stevens returns to his hometown of Miami after completing military service in Brazil, only to learn that his old high school has become a haven for gangs and drug dealers. After Stevens uses his capoeira skills to kick several drug dealers off of the school property, Kerrigan, one of Stevens' old teachers, sees the impact that Stevens has on the students. Kerrigan gives him the task of teaching Capoeira to a handful of the worst at-risk students at the school.",5.411243,27/08/1993 00:00,3283371,99,Released,6.9,29
873,15875,Donovan's Reef,2686000,,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",1.897263,12/06/1963 00:00,6600000,109,Released,6,30
234,15927,A Passage to India,8000000,,"The film is set during the period of growing influence of the Indian independence movement in the British Raj. It begins with the arrival in India of a British woman, Miss Adela Quested (Judy Davis), who is joining her fiancé, a city magistrate named Ronny Heaslop (Nigel Havers). She and Ronny's mother, Mrs. Moore (Peggy Ashcroft), befriend an Indian doctor, Aziz H. Ahmed (Victor Banerjee).",9.548391,14/12/1984 00:00,27187653,163,Released,6.9,67
73,15992,Abandon,25000000,,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",3.888776,14/10/2002 00:00,10719357,99,Released,4.6,45
1014,16052,Selena,20000000,,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",6.92592,21/03/1997 00:00,60000000,127,Released,7,114
1015,16072,Gods and Generals,56000000,,"The film centers mostly around the personal and professional life of Thomas \""Stonewall\"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.",4.362535,21/02/2003 00:00,12923936,214,Released,6.1,48
